@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute inputs-3 numeric
@attribute inputs-4 numeric
@attribute inputs-5 numeric
@attribute inputs-6 numeric
@attribute inputs-7 numeric
@attribute inputs-8 numeric
@attribute inputs-9 numeric
@attribute inputs-10 numeric
@attribute inputs-11 numeric
@attribute inputs-12 numeric
@attribute inputs-13 numeric
@attribute inputs-14 numeric
@attribute inputs-15 numeric
@attribute inputs-16 numeric
@attribute inputs-17 numeric
@attribute inputs-18 numeric
@attribute inputs-19 numeric
@attribute inputs-20 numeric
@attribute inputs-21 numeric
@attribute inputs-22 numeric
@attribute inputs-23 numeric
@attribute inputs-24 numeric
@attribute inputs-25 numeric
@attribute inputs-26 numeric
@attribute inputs-27 numeric
@attribute inputs-28 numeric
@attribute inputs-29 numeric
@attribute inputs-30 numeric
@attribute inputs-31 numeric
@attribute inputs-32 numeric
@attribute inputs-33 numeric
@attribute inputs-34 numeric
@attribute inputs-35 numeric
@attribute inputs-36 numeric
@attribute inputs-37 numeric
@attribute inputs-38 numeric
@attribute inputs-39 numeric
@attribute inputs-40 numeric
@attribute inputs-41 numeric
@attribute inputs-42 numeric
@attribute inputs-43 numeric
@attribute inputs-44 numeric
@attribute inputs-45 numeric
@attribute inputs-46 numeric
@attribute inputs-47 numeric
@attribute inputs-48 numeric
@attribute inputs-49 numeric
@attribute inputs-50 numeric
@attribute inputs-51 numeric
@attribute inputs-52 numeric
@attribute inputs-53 numeric
@attribute inputs-54 numeric
@attribute inputs-55 numeric
@attribute inputs-56 numeric
@attribute inputs-57 numeric
@attribute inputs-58 numeric
@attribute inputs-59 numeric
@attribute inputs-60 numeric
@attribute inputs-61 numeric
@attribute inputs-62 numeric
@attribute inputs-63 numeric
@attribute inputs-64 numeric
@attribute inputs-65 numeric
@attribute inputs-66 numeric
@attribute inputs-67 numeric
@attribute inputs-68 numeric
@attribute inputs-69 numeric
@attribute inputs-70 numeric
@attribute inputs-71 numeric
@attribute inputs-72 numeric
@attribute inputs-73 numeric
@attribute inputs-74 numeric
@attribute inputs-75 numeric
@attribute inputs-76 numeric
@attribute inputs-77 numeric
@attribute inputs-78 numeric
@attribute inputs-79 numeric
@attribute inputs-80 numeric
@attribute inputs-81 numeric
@attribute inputs-82 numeric
@attribute inputs-83 numeric
@attribute inputs-84 numeric
@attribute inputs-85 numeric
@attribute inputs-86 numeric
@attribute inputs-87 numeric
@attribute inputs-88 numeric
@attribute inputs-89 numeric
@attribute inputs-90 numeric
@attribute inputs-91 numeric
@attribute inputs-92 numeric
@attribute inputs-93 numeric
@attribute inputs-94 numeric
@attribute inputs-95 numeric
@attribute inputs-96 numeric
@attribute inputs-97 numeric
@attribute inputs-98 numeric
@attribute inputs-99 numeric
@attribute inputs-100 numeric
@attribute outputs-1 {0,1,2,3,4,5}

@data
209,'2018/11/21 10:37:14:111',5,-4672336,-5726577,-3487547,-987151,-4145212,-4211004,-1250322,-1,-1,-3160639,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3687755,-5661293,-5398898,-4015439,-2436149,-2699579,-3029058,-3424074,-3753554,-5465714,-7769753,-6188412,-5530743,-6122364,-7766672,-5859962,-5267827,-5268085,-5598076,-7046290,-7572374,-6517894,-8162204,-15200757,-11325404,-11783117,-10272452,-8956081,-9021105,-8361632,-7769496,-7438997,-15331314,-16186877,-10407131,-11654876,-11326684,-11459809,-11261920,-10205376,-8163994,-7242133,-11845835,-16448765,-12178912,-11652051,-9548222,-7770009,-8495020,-7967389,-7309203,-7637149,-6912915,-7438743,-8161949,-6780811,-5925244,-6318453,-5991803,-6585997,-7178132,-5464176,-5332333,-5200746,-5069159,-5002850,-4738905,-4211786,-3554630,-5861761,-7112339,-4082005,-4015953,-3949645,-3817800,-3685697,-3421492,-2301462,-327938,-724239,-3094848,1
210,'2018/11/21 10:37:14:146',5,-4737872,-5726577,-3487547,-1052687,-4211005,-4276797,-1316115,-1,-1,-3160639,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3687755,-5661293,-5398898,-4015439,-2436149,-2699579,-3029058,-3424074,-3753554,-5465714,-7769753,-6188412,-5530743,-6122364,-7766672,-5859962,-5267827,-5268085,-5598076,-7046290,-7572118,-6517894,-8162204,-15200757,-11325404,-11783118,-10272452,-8956081,-8955569,-8361632,-7703959,-7438997,-15331314,-16186877,-10407388,-11654877,-11326684,-11459809,-11261920,-10205376,-8163994,-7242133,-11845835,-16448765,-12178912,-11652051,-9548222,-7770009,-8495020,-7967389,-7309203,-7637149,-6912915,-7438743,-8161949,-6780811,-5925244,-6318454,-5991802,-6585997,-7178132,-5464176,-5266797,-5200746,-5069159,-5002850,-4738904,-4211786,-3554630,-5861761,-7112340,-4082005,-4015953,-3949645,-3817800,-3685697,-3421492,-2301462,-327938,-724239,-3094848,1
211,'2018/11/21 10:37:14:178',5,-4672336,-5726577,-3487548,-1052688,-4211262,-4276797,-1316115,-1,-1,-3160639,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3687755,-5661293,-5398898,-4015439,-2436149,-2699579,-3029058,-3424074,-3753298,-5465714,-7769753,-6188412,-5530743,-6122364,-7701136,-5859962,-5267827,-5268085,-5598077,-7046290,-7572118,-6517894,-8162204,-15200757,-11325660,-11783117,-10272452,-8956081,-8955569,-8361632,-7769496,-7438997,-15331314,-16186877,-10407388,-11654877,-11326684,-11459809,-11261920,-10205376,-8163995,-7242133,-11845835,-16448765,-12178912,-11652051,-9548222,-7835545,-8495020,-7967388,-7309203,-7637149,-6912915,-7438743,-8161949,-6780811,-5925244,-6318454,-5991803,-6585997,-7178132,-5464176,-5266797,-5200746,-5069159,-5002850,-4738904,-4211786,-3554630,-5927297,-7112339,-4082005,-4015953,-3949645,-3817800,-3685697,-3421492,-2301462,-327938,-724239,-3094848,1
212,'2018/11/21 10:37:14:258',5,-4672336,-5726577,-3487548,-1052688,-4211262,-4276797,-1316115,-1,-1,-3160639,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3687755,-5661293,-5398898,-4015439,-2436149,-2699579,-3029058,-3424074,-3753298,-5465714,-7769753,-6188412,-5530743,-6122364,-7701136,-5859962,-5267827,-5268085,-5598077,-7046290,-7572118,-6517894,-8162204,-15200757,-11325660,-11783117,-10272452,-8956081,-8955569,-8361632,-7769496,-7438997,-15331314,-16186877,-10407388,-11654877,-11326684,-11459809,-11261920,-10205376,-8163995,-7242133,-11845835,-16448765,-12178912,-11652051,-9548222,-7835545,-8495020,-7967388,-7309203,-7637149,-6912915,-7438743,-8161949,-6780811,-5925244,-6318454,-5991803,-6585997,-7178132,-5464176,-5266797,-5200746,-5069159,-5002850,-4738904,-4211786,-3554630,-5927297,-7112339,-4082005,-4015953,-3949645,-3817800,-3685697,-3421492,-2301462,-327938,-724239,-3094848,1
213,'2018/11/21 10:37:14:283',5,-4672336,-5726577,-3487547,-1052687,-4145469,-4211005,-1315858,-1,-1,-3160639,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3687755,-5661293,-5398898,-4015439,-2436149,-2699578,-3029058,-3424074,-3753554,-5465713,-7769753,-6253948,-5530743,-6056828,-7701136,-5859706,-5267827,-5268085,-5597821,-7046290,-7572374,-6517894,-8162203,-15200756,-11325661,-11783117,-10272452,-8956080,-8955569,-8361632,-7703704,-7373461,-15331314,-16186877,-10472923,-11655133,-11326684,-11459809,-11261920,-10205376,-8163995,-7242133,-11845835,-16448765,-12178913,-11652051,-9548222,-7835801,-8495020,-7967389,-7309203,-7637149,-6912915,-7438743,-8161949,-6780811,-5925244,-6318454,-5991803,-6585997,-7178132,-5464176,-5266797,-5200747,-5069160,-5002850,-4738905,-4211786,-3554630,-5861761,-7112339,-4082005,-4015954,-3949645,-3817800,-3685697,-3421492,-2301462,-327938,-724239,-3094848,1
214,'2018/11/21 10:37:14:320',5,-4672336,-5726577,-3487547,-1052687,-4145469,-4211005,-1315858,-1,-1,-3160639,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3687755,-5661293,-5398898,-4015439,-2436149,-2699578,-3029058,-3424074,-3753554,-5465713,-7769753,-6253948,-5530743,-6056828,-7701136,-5859706,-5267827,-5268085,-5597821,-7046290,-7572374,-6517894,-8162203,-15200756,-11325661,-11783117,-10272452,-8956080,-8955569,-8361632,-7703704,-7373461,-15331314,-16186877,-10472923,-11655133,-11326684,-11459809,-11261920,-10205376,-8163995,-7242133,-11845835,-16448765,-12178913,-11652051,-9548222,-7835801,-8495020,-7967389,-7309203,-7637149,-6912915,-7438743,-8161949,-6780811,-5925244,-6318454,-5991803,-6585997,-7178132,-5464176,-5266797,-5200747,-5069160,-5002850,-4738905,-4211786,-3554630,-5861761,-7112339,-4082005,-4015954,-3949645,-3817800,-3685697,-3421492,-2301462,-327938,-724239,-3094848,1
215,'2018/11/21 10:37:14:353',5,-4672336,-5726577,-3487547,-986894,-4013883,-4079418,-1184273,-1,-1,-3160639,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3753291,-5661549,-5398898,-4015439,-2436149,-2699578,-3029058,-3424074,-3753554,-5465713,-7769753,-6188412,-5530743,-6056828,-7701136,-5859706,-5267827,-5268085,-5597820,-7046290,-7572374,-6517894,-8096411,-15200756,-11325661,-11783117,-10272452,-8956081,-9021105,-8361632,-7703704,-7373461,-15331314,-16186877,-10472924,-11720669,-11326684,-11459809,-11261920,-10205376,-8163739,-7242133,-11780042,-16448765,-12178912,-11652051,-9548222,-7835801,-8495020,-7967132,-7309203,-7637149,-6913171,-7438743,-8161949,-6780811,-5925244,-6318454,-5991803,-6585997,-7178132,-5464176,-5266797,-5200746,-5069160,-5002850,-4738905,-4211786,-3554630,-5927297,-7112339,-4082005,-4015953,-3949645,-3817800,-3685697,-3421492,-2301462,-328194,-724239,-3094848,1
216,'2018/11/21 10:37:14:388',5,-4672336,-5726577,-3487547,-986894,-4013883,-4079418,-1184273,-1,-1,-3160639,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3753291,-5661549,-5398898,-4015439,-2436149,-2699578,-3029058,-3424074,-3753554,-5465713,-7769753,-6188412,-5530743,-6056828,-7701136,-5859706,-5267827,-5268085,-5597820,-7046290,-7572374,-6517894,-8096411,-15200756,-11325661,-11783117,-10272452,-8956081,-9021105,-8361632,-7703704,-7373461,-15331314,-16186877,-10472924,-11720669,-11326684,-11459809,-11261920,-10205376,-8163739,-7242133,-11780042,-16448765,-12178912,-11652051,-9548222,-7835801,-8495020,-7967132,-7309203,-7637149,-6913171,-7438743,-8161949,-6780811,-5925244,-6318454,-5991803,-6585997,-7178132,-5464176,-5266797,-5200746,-5069160,-5002850,-4738905,-4211786,-3554630,-5927297,-7112339,-4082005,-4015953,-3949645,-3817800,-3685697,-3421492,-2301462,-328194,-724239,-3094848,1
217,'2018/11/21 10:37:14:426',5,-4737872,-5726577,-3487547,-855308,-3816504,-3882040,-1052687,-1,-1,-3160383,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3753291,-5661293,-5398898,-4015439,-2436149,-2699578,-3029058,-3424074,-3753298,-5465713,-7769753,-6188412,-5530743,-6056828,-7701136,-5859706,-5267827,-5333621,-5597820,-7046290,-7572118,-6517894,-8096411,-15200756,-11391197,-11783117,-10272452,-8956080,-8955569,-8361632,-7703704,-7373461,-15331314,-16186877,-10472924,-11720669,-11392220,-11459809,-11261920,-10205376,-8163994,-7242133,-11780042,-16448765,-12244449,-11652051,-9548478,-7835801,-8495020,-7967132,-7309203,-7637149,-6912915,-7438743,-8161949,-6780811,-5925244,-6318453,-5991802,-6585997,-7178132,-5464176,-5266797,-5200746,-5069160,-5002850,-4738904,-4211786,-3554630,-5927297,-7112339,-4082005,-4015953,-3949645,-3817800,-3685697,-3421492,-2301462,-327938,-724239,-3094848,1
218,'2018/11/21 10:37:14:462',5,-4672336,-5726577,-3487547,-789516,-3750455,-3750454,-986894,-1,-1,-3160639,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3753291,-5661293,-5398898,-4015439,-2436149,-2699578,-3029058,-3424074,-3753554,-5465713,-7769753,-6188412,-5530743,-6056828,-7701135,-5859706,-5267827,-5333621,-5597821,-7046290,-7506582,-6517894,-8096411,-15200756,-11391197,-11783117,-10272452,-8956080,-8955569,-8296096,-7703704,-7373461,-15265778,-16186877,-10472924,-11720669,-11392220,-11459809,-11261920,-10205376,-8163738,-7242133,-11780042,-16448765,-12244449,-11652051,-9548478,-7835545,-8495020,-7967132,-7309203,-7637150,-6912914,-7438743,-8161949,-6780811,-5925244,-6318454,-5991802,-6585997,-7178132,-5464176,-5266797,-5200746,-5134696,-5002850,-4738905,-4211786,-3554630,-5927297,-7177875,-4082004,-4015954,-3949645,-3817800,-3685697,-3421492,-2301462,-327938,-724239,-3094848,1
219,'2018/11/21 10:37:14:496',5,-4672336,-5726577,-3487547,-723723,-3618869,-3684404,-855565,-1,-1,-3160639,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3753291,-5661549,-5398898,-4015439,-2436149,-2699578,-3029058,-3424074,-3753298,-5465969,-7769753,-6188412,-5530743,-6056828,-7701136,-5859706,-5267827,-5333621,-5597820,-7046290,-7572118,-6517894,-8096411,-15200756,-11391197,-11783117,-10272452,-8956081,-8955569,-8296096,-7703704,-7373461,-15265521,-16186877,-10472924,-11720669,-11392220,-11459809,-11261920,-10205376,-8163738,-7242133,-11780042,-16448765,-12244449,-11652051,-9548478,-7770009,-8495020,-7967133,-7309203,-7637150,-6912914,-7438743,-8161949,-6780811,-5925245,-6318454,-5991802,-6585997,-7178132,-5464176,-5266797,-5200746,-5134696,-5002850,-4738905,-4211786,-3554630,-5927297,-7177875,-4082004,-4015954,-3949645,-3817800,-3685697,-3421492,-2366998,-327938,-724239,-3094848,1
220,'2018/11/21 10:37:14:528',5,-4737872,-5726577,-3487547,-723722,-3553075,-3553075,-855308,-1,-1,-3160639,-5133917,-5464175,-3093046,-1,-1,-1,-1,-1,-65794,-3753291,-5661549,-5398898,-4015439,-2436149,-2699579,-3029058,-3424074,-3753298,-5465714,-7769753,-6253948,-5530743,-6056828,-7701135,-5859706,-5267827,-5333621,-5597820,-7046290,-7506582,-6517894,-8096411,-15200756,-11391197,-11783117,-10272452,-8956081,-8955569,-8296096,-7703704,-7373460,-15265521,-16186878,-10472923,-11655133,-11392220,-11459809,-11261920,-10205376,-8163738,-7242133,-11780042,-16448765,-12244705,-11652051,-9548222,-7835545,-8495020,-7967132,-7309203,-7637149,-6912915,-7438743,-8161949,-6780811,-5925245,-6318454,-5991803,-6585997,-7178132,-5464176,-5266797,-5200747,-5134695,-5002850,-4738905,-4211786,-3554630,-5927297,-7112339,-4082005,-4015954,-3949645,-3817800,-3685697,-3421492,-2301462,-327938,-724239,-3160384,1
221,'2018/11/21 10:37:14:568',5,-4672336,-5726577,-3487547,-657930,-3421490,-3487025,-789515,-1,-1,-3160383,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3687755,-5661549,-5398898,-4015439,-2436149,-2699579,-3029058,-3424074,-3753554,-5465713,-7769753,-6253948,-5596279,-6056828,-7701135,-5859706,-5267827,-5333621,-5597821,-7046290,-7506582,-6583430,-8096411,-15200756,-11391197,-11783117,-10272451,-8956081,-8955569,-8296096,-7703703,-7373461,-15265521,-16186878,-10472924,-11655133,-11326684,-11459809,-11261919,-10205119,-8163738,-7242133,-11779786,-16448765,-12244705,-11652051,-9482686,-7770009,-8495020,-7967132,-7309203,-7637149,-6912914,-7373206,-8161949,-6780811,-5925244,-6318454,-5991803,-6585997,-7178132,-5464176,-5266797,-5200746,-5134695,-5002850,-4738905,-4211786,-3554630,-5927297,-7112339,-4082005,-4015954,-3949645,-3817800,-3685697,-3421492,-2301462,-327938,-724239,-3160384,1
222,'2018/11/21 10:37:14:598',5,-4672336,-5726577,-3487547,-592137,-3355697,-3355696,-723722,-1,-1,-3160383,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3753291,-5661293,-5398898,-4015439,-2436149,-2699578,-3029058,-3424074,-3753298,-5465714,-7769753,-6188412,-5530743,-6056828,-7701136,-5859706,-5267827,-5333621,-5597820,-7046290,-7506582,-6517894,-8096411,-15200756,-11391197,-11783117,-10272451,-8956081,-8955313,-8296096,-7703703,-7373460,-15265521,-16186877,-10472924,-11655133,-11326684,-11459809,-11261919,-10205119,-8163738,-7242133,-11714250,-16448765,-12244705,-11652051,-9548222,-7770009,-8495020,-7967132,-7309203,-7637149,-6912915,-7373206,-8161949,-6780811,-5925244,-6318454,-5991803,-6585997,-7178132,-5464176,-5332333,-5200747,-5134695,-5002850,-4738905,-4211786,-3554630,-5927297,-7112339,-4082005,-4015953,-3949645,-3817800,-3685697,-3421492,-2301462,-327938,-724239,-3160384,1
223,'2018/11/21 10:37:14:632',5,-4672336,-5726577,-3487547,-592137,-3289904,-3289903,-658186,-1,-1,-3160639,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3753291,-5661293,-5398898,-4015439,-2436149,-2699578,-3029058,-3424074,-3753298,-5465714,-7769753,-6188412,-5596279,-6056828,-7701136,-5859706,-5267827,-5333621,-5597820,-7046290,-7506582,-6517894,-8096411,-15200756,-11391197,-11783117,-10272451,-8956081,-8955313,-8296096,-7703703,-7373460,-15265521,-16186878,-10472924,-11655133,-11326684,-11459809,-11261919,-10205119,-8163738,-7242133,-11714250,-16448765,-12244705,-11652051,-9548222,-7770009,-8495020,-7967132,-7309203,-7637149,-6912914,-7373206,-8161949,-6780811,-5925244,-6318454,-5991803,-6585997,-7178132,-5464176,-5266797,-5200747,-5134696,-5002850,-4738905,-4211786,-3554630,-5927297,-7112339,-4082005,-4015953,-3949645,-3817800,-3685697,-3421492,-2301462,-327938,-724239,-3160384,1
224,'2018/11/21 10:37:14:665',5,-4672336,-5726577,-3487547,-526600,-3224111,-3224110,-657930,-1,-1,-3160639,-5133917,-5463919,-3093046,-1,-1,-1,-1,-1,-65794,-3753291,-5661549,-5398898,-4015439,-2436149,-2699579,-3029058,-3424074,-3753554,-5465970,-7769752,-6188412,-5530743,-6056828,-7701136,-5859706,-5267827,-5333621,-5597820,-7046290,-7506582,-6517894,-8096411,-15200756,-11391197,-11783117,-10272451,-8956080,-8955313,-8296096,-7703703,-7373460,-15265521,-16186878,-10472924,-11654877,-11326684,-11459809,-11261920,-10205119,-8098202,-7242133,-11714249,-16448765,-12244705,-11652051,-9548222,-7770009,-8495020,-7901596,-7309203,-7637149,-6912914,-7373206,-8161949,-6780811,-5925244,-6318453,-5991803,-6585997,-7178132,-5464176,-5332333,-5200747,-5134696,-5002850,-4738905,-4211786,-3554630,-5927297,-7177876,-4082005,-4015953,-3884109,-3817800,-3685697,-3421492,-2366998,-327938,-724239,-3160384,1
225,'2018/11/21 10:37:20:263',6,-4803664,-7108228,-8685451,-3947837,-65794,-1,-1,-1,-3094590,-8492962,-10003110,-14215665,-10274777,-12703450,-9942203,-6716544,-1382425,-2370094,-7046291,-7638427,-14148068,-13428722,-10341340,-12574694,-10868191,-11789029,-11062484,-10732235,-9019303,-8032668,-8819614,-14148842,-11915485,-10338255,-8827075,-9352646,-10339797,-10339796,-8229787,-8032407,-6583430,-6057088,-7832466,-7637143,-6058371,-5859963,-7375774,-7441048,-7045259,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6584968,-6716553,-7177358,-7176339,-6452104,-6056833,-5793660,-5662072,-5661812,-5529963,-6387590,-7111565,-7572114,-7702941,-6978706,-6583692,-6320519,-6122882,-5990780,-6187381,-5794166,-6387331,-6782602,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4214360,-4147796,-4081489,-4015436,-3883591,-3751488,-3487027,-2366997,-327938,-65537,-65793,2
226,'2018/11/21 10:37:20:298',6,-4803664,-7042692,-8685450,-3947837,-65794,-1,-1,-1,-3029054,-8492962,-10002854,-14150129,-10274777,-12703449,-9942202,-6650752,-1382425,-2304557,-7046291,-7638427,-14147811,-13494258,-10341340,-12574694,-10868191,-11854309,-10996948,-10666698,-9019303,-8032668,-8819870,-14148842,-11915485,-10338255,-8827075,-9352646,-10339797,-10340052,-8229787,-8032407,-6583430,-6057088,-7832722,-7702935,-6058627,-5859963,-7375775,-7506585,-7045259,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6584968,-6716553,-7177359,-7176339,-6386312,-6056833,-5793660,-5662071,-5661557,-5529963,-6387590,-7111565,-7572114,-7702942,-6978706,-6583692,-6320519,-6122882,-5990780,-6187381,-5794166,-6387331,-6782602,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277578,-3685445,-3752267,-4214360,-4147796,-4081489,-4015436,-3883591,-3751488,-3487027,-2366997,-327938,-65537,-65537,2
227,'2018/11/21 10:37:20:332',6,-4803664,-7042436,-8619658,-3882044,-65794,-1,-1,-1,-3029054,-8492962,-9937061,-14215664,-10274777,-12703449,-9876410,-6650751,-1316888,-2304557,-7046290,-7638427,-14147811,-13494257,-10341340,-12574694,-10933727,-11854565,-10996948,-10666442,-9019303,-8032668,-8885406,-14148842,-11849948,-10338511,-8827075,-9352902,-10339797,-10340052,-8229787,-8032408,-6583430,-6057088,-7898259,-7702935,-6058627,-5859963,-7375775,-7506585,-7045259,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6584968,-6651017,-7177358,-7176339,-6386312,-6056833,-5793659,-5662072,-5661557,-5529963,-6387590,-7111565,-7572114,-7702941,-6978706,-6583692,-6320262,-6122882,-5990780,-6187381,-5794166,-6387331,-6782602,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277578,-3685445,-3752267,-4214360,-4147796,-4081489,-4015436,-3883591,-3751232,-3487027,-2366997,-327938,-65537,-65537,2
228,'2018/11/21 10:37:20:364',6,-4803664,-7042435,-8619657,-3882044,-65794,-1,-1,-1,-3094590,-8493218,-9937061,-14150128,-10340313,-12703449,-9876410,-6650494,-1316632,-2370094,-7046291,-7638427,-14147811,-13494257,-10341340,-12574694,-10933728,-11854309,-10996947,-10666442,-9019303,-8032668,-8885406,-14148842,-11849692,-10338511,-8827075,-9352902,-10339797,-10340053,-8229787,-8032407,-6583430,-6057088,-7898259,-7702936,-6058627,-5860220,-7375775,-7506841,-7045515,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6584968,-6716553,-7177358,-7176339,-6386312,-6056833,-5793659,-5662072,-5661557,-5529963,-6387589,-7111565,-7572114,-7702941,-6978706,-6583692,-6320519,-6122882,-5990780,-6187381,-5794166,-6387331,-6782602,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277578,-3685445,-3752267,-4214360,-4147796,-4081489,-4015437,-3883591,-3751488,-3487027,-2366997,-327938,-65537,-65537,2
229,'2018/11/21 10:37:20:398',6,-4803664,-7042435,-8553865,-3881787,-65794,-1,-1,-1,-3094590,-8493218,-9871525,-14150128,-10340313,-12703192,-9810617,-6584958,-1316632,-2304557,-7046290,-7638427,-14147811,-13428721,-10341340,-12574694,-10933727,-11854309,-10996948,-10666442,-9019047,-8032668,-8885406,-14148842,-11849692,-10338511,-8827075,-9352902,-10339797,-10340053,-8229787,-8032407,-6583430,-6122624,-7898515,-7702936,-6058627,-5860220,-7375775,-7506841,-7045515,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6584968,-6716553,-7177358,-7176339,-6386312,-6056833,-5793660,-5662072,-5661557,-5529963,-6387589,-7111309,-7572114,-7702941,-6978706,-6583692,-6320519,-6122882,-5990780,-6187381,-5794166,-6387331,-6782602,-5529968,-5398125,-5266538,-5200487,-5068642,-4804696,-4277578,-3685445,-3752267,-4214360,-4147796,-4081489,-4015437,-3883591,-3751488,-3487027,-2366997,-327938,-65537,-65537,2
230,'2018/11/21 10:37:20:433',6,-4738128,-7042435,-8553865,-3816251,-65794,-1,-1,-1,-3094590,-8558754,-9871268,-14149872,-10340313,-12703192,-9810617,-6584701,-1316632,-2304557,-7046290,-7638427,-14147812,-13428721,-10341340,-12574694,-10933727,-11788773,-10996691,-10666442,-9019303,-8032668,-8885663,-14214379,-11849692,-10338511,-8827076,-9352903,-10339797,-10340053,-8229787,-8032407,-6583430,-6122624,-7964052,-7702936,-6058627,-5860220,-7375775,-7506841,-7045259,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6584968,-6651017,-7177358,-7176339,-6386312,-5991297,-5793659,-5662072,-5661557,-5529963,-6387589,-7111309,-7572114,-7702941,-6978706,-6583692,-6320519,-6122882,-5990780,-6187381,-5794166,-6387331,-6782602,-5529967,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4214360,-4147796,-4081489,-4015437,-3883591,-3751232,-3487027,-2366997,-327938,-65537,-65537,2
231,'2018/11/21 10:37:20:465',6,-4803664,-7042435,-8553864,-3815994,-65794,-1,-1,-1,-3094590,-8558755,-9871268,-14149872,-10340314,-12703192,-9810616,-6584701,-1316632,-2304557,-7046290,-7703963,-14148068,-13428721,-10341340,-12574694,-10933727,-11789029,-10996691,-10666442,-9019047,-8032668,-8951199,-14214635,-11849692,-10338511,-8827332,-9352903,-10339797,-10340053,-8229787,-8032408,-6583430,-6122624,-7964052,-7703192,-6058627,-5860220,-7375775,-7506841,-7045515,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6584968,-6651017,-7177358,-7176339,-6451849,-6056833,-5793660,-5662072,-5661557,-5529963,-6387590,-7111565,-7572114,-7702941,-6978706,-6583692,-6320519,-6122882,-5990780,-6187381,-5794167,-6387330,-6782602,-5529967,-5398125,-5266538,-5200487,-5068642,-4804696,-4277577,-3685445,-3752267,-4214360,-4147796,-4081489,-4015437,-3883591,-3751488,-3487027,-2366997,-327938,-65537,-65537,2
232,'2018/11/21 10:37:20:515',6,-4738128,-7042435,-8553608,-3815994,-65794,-1,-1,-1,-3094590,-8558755,-9871268,-14149872,-10340313,-12703192,-9810616,-6584701,-1316632,-2370094,-7046290,-7703963,-14213604,-13428721,-10341340,-12574694,-10933727,-11788773,-10996691,-10666441,-9019303,-8032667,-8951455,-14214635,-11784156,-10404047,-8827076,-9352902,-10339798,-10340053,-8229787,-8032408,-6583430,-6122881,-7964308,-7768728,-6058627,-5860220,-7375775,-7506841,-7045515,-7374736,-6846860,-6057090,-5662074,-5464694,-5398900,-5464691,-5794166,-6585224,-6651017,-7177358,-7176339,-6451848,-6056833,-5793660,-5662072,-5661812,-5529963,-6322053,-7111309,-7572114,-7702941,-6978706,-6583692,-6320518,-6122882,-5990780,-6187381,-5793910,-6387330,-6782602,-5529968,-5398125,-5266539,-5200487,-5068642,-4804696,-4277578,-3685445,-3752267,-4148567,-4147796,-4081489,-4015437,-3883591,-3751488,-3487027,-2366997,-327938,-65537,-65793,2
